Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_total,Apparent_power,Power_factor,month,hour,day_of_week
2.16,9.2,0.0,1.0,0.0,1.0,2.190336,0.9861500701262274,1,19,2
0.738,3.2,0.0,0.0,0.0,0.0,0.7701760000000001,0.9582225361475816,2,9,0
0.27,1.2,0.0,0.0,1.0,1.0,0.290196,0.9304056568663938,8,13,0
1.268,5.2,0.0,0.0,18.0,18.0,1.249248,1.0,1,10,0
1.756,7.2,0.0,1.0,0.0,1.0,1.75752,0.9991351449770132,11,0,5
1.384,6.0,0.0,0.0,1.0,1.0,1.43784,0.9625549435264006,1,19,5
0.232,1.0,0.0,0.0,0.0,0.0,0.24596,0.94324280370792,2,4,2
0.356,1.4,0.0,0.0,0.0,0.0,0.3367699999999999,1.0,5,13,0
0.858,3.6,0.0,0.0,1.0,1.0,0.865404,0.9914444583108004,5,22,6
1.444,6.0,1.0,0.0,1.0,2.0,1.44402,0.9999861497763188,10,19,6
1.538,6.4,0.0,1.0,19.0,20.0,1.532736,1.0,5,10,4
0.286,1.2,0.0,0.0,1.0,1.0,0.2899199999999999,0.986479028697572,9,3,5
0.324,1.6,0.0,0.0,0.0,0.0,0.383504,0.8448412532854938,5,14,1
0.53,2.4,0.0,0.0,0.0,0.0,0.5831040000000001,0.9089287674239928,11,10,6
0.354,1.6,0.0,2.0,1.0,3.0,0.388416,0.9113939693524468,7,22,0
1.294,5.2,0.0,0.0,18.0,18.0,1.256268,1.0,4,14,6
0.084,0.2,0.0,0.0,1.0,1.0,0.048832,1.0,8,22,1
3.518,14.6,0.0,35.0,17.0,52.0,3.505022,1.0,12,14,5
0.278,1.4,0.0,0.0,0.0,0.0,0.3373719999999999,0.8240162194847233,6,15,1
1.718,7.2,0.0,0.0,0.0,0.0,1.7074079999999998,1.0,1,18,2
4.696,20.0,37.0,0.0,18.0,55.0,4.6692,1.0,4,20,6
1.388,5.8,0.0,1.0,0.0,1.0,1.387476,1.0,6,21,2
2.808,11.6,0.0,0.0,19.0,19.0,2.793628,1.0,12,19,6
1.242,5.0,0.0,0.0,19.0,19.0,1.2117,1.0,8,1,1
4.81,20.2,37.0,2.0,18.0,57.0,4.790227999999999,1.0,6,22,0
1.954,8.2,0.0,1.0,18.0,19.0,1.981776,0.9859842888399094,11,20,4
3.068,13.0,0.0,2.0,18.0,20.0,3.09478,0.9913467193144584,1,19,1
0.952,4.0,0.0,2.0,12.0,14.0,0.95944,0.9922454765279746,6,15,2
3.066,13.2,0.0,27.0,18.0,45.0,3.175788,0.9654296823339592,3,15,3
2.404,9.8,0.0,1.0,0.0,1.0,2.3693460000000006,1.0,1,2,6
1.38,5.6,0.0,0.0,19.0,19.0,1.346688,1.0,11,10,0
1.4,5.8,0.0,1.0,0.0,1.0,1.427728,0.980578933802517,11,1,0
1.386,5.6,0.0,0.0,19.0,19.0,1.360072,1.0,4,14,5
0.472,2.2,0.0,1.0,1.0,2.0,0.53317,0.8852711142787477,10,2,2
1.42,6.0,0.0,0.0,0.0,0.0,1.4266800000000002,0.995317800768217,12,7,3
1.386,6.0,0.0,1.0,17.0,18.0,1.39812,0.9913312162046176,5,14,6
1.954,8.2,0.0,1.0,29.0,30.0,1.967918,0.9929275508430738,6,12,2
2.232,9.2,0.0,1.0,17.0,18.0,2.196316,1.0,1,8,2
1.426,6.0,0.0,0.0,18.0,18.0,1.43304,0.9950873667169096,3,11,0
0.28,1.2,0.0,0.0,0.0,0.0,0.298632,0.9376088295962924,12,2,1
0.646,2.8,0.0,0.0,0.0,0.0,0.6765359999999999,0.9548641905234904,5,4,6
0.35,1.4,0.0,0.0,0.0,0.0,0.341712,1.0,11,7,2
0.398,1.8,0.0,0.0,0.0,0.0,0.441072,0.9023470091050896,10,0,3
0.348,1.8,0.0,1.0,1.0,2.0,0.439218,0.7923172547573186,9,23,3
1.752,7.4,0.0,0.0,18.0,18.0,1.747658,1.0,2,19,6
0.228,1.0,0.0,0.0,1.0,1.0,0.24294,0.938503334156582,7,4,0
0.366,1.6,0.0,0.0,1.0,1.0,0.387168,0.945326060004959,10,17,1
1.546,6.4,2.0,1.0,19.0,22.0,1.542272,1.0,12,10,0
4.688,19.6,0.0,36.0,17.0,53.0,4.655588000000001,1.0,12,16,6
0.24,1.0,0.0,0.0,0.0,0.0,0.24864,0.9652509652509652,1,2,2
0.252,1.2,0.0,0.0,0.0,0.0,0.295236,0.8535544445799292,1,5,6
0.382,1.6,0.0,0.0,0.0,0.0,0.384992,0.9922284099409858,10,17,5
0.322,1.6,0.0,0.0,1.0,1.0,0.383792,0.8389961228999041,7,21,4
0.278,1.2,0.0,0.0,0.0,0.0,0.288432,0.963832029733178,11,15,5
1.47,6.0,0.0,1.0,17.0,18.0,1.44972,1.0,2,13,4
1.578,6.6,0.0,1.0,17.0,18.0,1.578522,0.99966931091236,12,10,4
1.646,6.8,0.0,0.0,0.0,0.0,1.671032,0.9850200355229582,12,7,0
0.37,1.6,0.0,0.0,1.0,1.0,0.382208,0.9680592766242464,7,22,6
0.412,1.8,0.0,1.0,0.0,1.0,0.440676,0.9349272481369532,3,17,3
1.5,6.4,0.0,3.0,17.0,20.0,1.480448,1.0,6,8,2
3.18,13.2,0.0,33.0,19.0,52.0,3.234132,0.9832622787196073,11,15,4
2.012,8.4,0.0,0.0,18.0,18.0,2.01432,0.9988482465546684,5,20,5
1.354,5.6,0.0,1.0,18.0,19.0,1.333136,1.0,6,12,0
0.224,1.0,0.0,0.0,1.0,1.0,0.24312,0.9213557091148404,8,18,3
1.412,5.8,0.0,0.0,18.0,18.0,1.395654,1.0,11,13,6
0.332,1.6,0.0,1.0,1.0,2.0,0.382672,0.8675837270560689,7,20,1
0.12,0.6,0.0,0.0,0.0,0.0,0.1438559999999999,0.8341675008341676,6,9,5
1.888,7.8,0.0,0.0,18.0,18.0,1.877694,1.0,12,12,2
2.698,11.4,0.0,0.0,16.0,16.0,2.669196,1.0,3,19,1
0.298,1.4,0.0,0.0,0.0,0.0,0.3417959999999999,0.8718650891174854,3,3,4
0.338,1.4,0.0,0.0,0.0,0.0,0.331926,1.0,5,5,4
0.402,1.8,0.0,0.0,0.0,0.0,0.4383539999999999,0.917067028018451,3,3,3
0.838,3.4,0.0,2.0,0.0,2.0,0.816816,1.0,10,7,3
0.37,1.6,0.0,0.0,1.0,1.0,0.392576,0.9424926638408868,1,4,4
0.256,1.0,0.0,0.0,1.0,1.0,0.2429,1.0,4,12,0
0.512,2.6,0.0,2.0,0.0,2.0,0.614874,0.8326909252952637,11,17,1
1.47,6.0,1.0,0.0,0.0,1.0,1.4619000000000002,1.0,12,0,1
0.374,1.8,0.0,1.0,0.0,1.0,0.433602,0.8625421469458167,9,17,5
1.986,8.4,0.0,0.0,18.0,18.0,1.99332,0.9963277346336764,10,0,0
2.552,10.6,0.0,37.0,1.0,38.0,2.556826,0.9981125035493223,9,12,5
1.668,7.2,0.0,1.0,22.0,23.0,1.716768,0.9715931331432084,9,10,1
0.232,1.0,0.0,0.0,1.0,1.0,0.23935,0.9692918320451224,6,5,4
1.282,5.2,0.0,0.0,18.0,18.0,1.241864,1.0,5,9,4
0.536,2.8,0.0,0.0,1.0,1.0,0.678356,0.7901455872727595,8,16,6
2.062,8.6,0.0,0.0,28.0,28.0,2.062882,0.9995724428251348,5,22,4
0.296,1.2,0.0,0.0,0.0,0.0,0.296844,0.99715675573702,12,4,1
0.302,1.4,0.0,0.0,1.0,1.0,0.334138,0.9038181829064638,6,11,4
0.718,3.0,0.0,0.0,1.0,1.0,0.71949,0.9979290886600232,10,4,0
0.88,3.6,0.0,0.0,0.0,0.0,0.86526,1.0,5,9,6
1.662,6.8,1.0,0.0,18.0,19.0,1.634448,1.0,11,9,4
2.32,10.2,0.0,1.0,17.0,18.0,2.4122999999999997,0.9617377606433696,1,18,1
0.906,3.8,0.0,0.0,1.0,1.0,0.90915,0.9965352252103612,8,16,6
0.22,1.0,0.0,0.0,1.0,1.0,0.24269,0.9065062425316248,7,20,2
0.5,2.2,0.0,0.0,1.0,1.0,0.5215980000000001,0.9585926326404623,9,19,1
0.5,2.4,0.0,1.0,1.0,2.0,0.572688,0.8730757410666891,7,21,0
1.398,5.8,0.0,2.0,18.0,20.0,1.383648,1.0,7,14,3
2.682,11.2,0.0,4.0,18.0,22.0,2.664256,1.0,1,18,5
0.274,1.2,0.0,0.0,0.0,0.0,0.287352,0.953534341156491,7,6,0
0.322,1.4,0.0,1.0,1.0,2.0,0.339122,0.9495107955249144,5,16,3
0.472,2.2,0.0,2.0,0.0,2.0,0.530288,0.8900823703346106,4,1,1
0.08,0.2,0.0,0.0,0.0,0.0,0.047956,1.0,8,6,0
0.236,1.0,0.0,0.0,1.0,1.0,0.2420699999999999,0.974924608584294,10,0,5
0.534,2.2,0.0,0.0,1.0,1.0,0.5434000000000001,0.9827015090172984,10,8,3
0.416,1.8,0.0,0.0,1.0,1.0,0.437706,0.9504096356915372,4,17,2
0.81,3.4,0.0,0.0,0.0,0.0,0.8285799999999999,0.9775760940404068,8,21,1
0.31,1.4,0.0,1.0,0.0,1.0,0.335916,0.9228497600590624,9,1,5
0.244,1.0,0.0,2.0,0.0,2.0,0.23997,1.0,8,16,0
3.772,15.8,0.0,2.0,18.0,20.0,3.767352,1.0,2,9,6
1.522,6.2,0.0,0.0,18.0,18.0,1.487876,1.0,10,12,3
0.082,0.2,0.0,0.0,0.0,0.0,0.0483,1.0,8,1,6
0.416,1.8,0.0,2.0,0.0,2.0,0.4431599999999999,0.938712880223847,2,15,1
1.75,7.2,0.0,1.0,0.0,1.0,1.736928,1.0,12,10,0
1.308,5.4,0.0,0.0,19.0,19.0,1.2998880000000002,1.0,6,9,2
0.152,0.8,0.0,0.0,1.0,1.0,0.192416,0.7899550972892065,8,20,6
1.318,5.4,0.0,0.0,17.0,17.0,1.285254,1.0,10,10,3
0.392,1.6,0.0,1.0,1.0,2.0,0.3996,0.980980980980981,1,15,0
2.482,10.4,0.0,0.0,17.0,17.0,2.456792,1.0,1,18,3
0.364,1.6,0.0,0.0,0.0,0.0,0.384976,0.945513486555006,11,13,4
0.298,1.4,0.0,1.0,0.0,1.0,0.3408159999999999,0.8743720952067979,7,21,4
1.482,6.2,0.0,0.0,18.0,18.0,1.483102,0.9992569627712724,11,10,3
0.32,1.6,0.0,1.0,1.0,2.0,0.383264,0.8349336227769892,8,5,2
0.34,1.4,0.0,0.0,0.0,0.0,0.346388,0.9815582525953556,4,14,4
0.258,1.0,0.0,0.0,1.0,1.0,0.24625,1.0,2,6,0
0.252,1.0,0.0,0.0,0.0,0.0,0.2458199999999999,1.0,1,6,2
0.948,4.0,0.0,0.0,1.0,1.0,0.97172,0.9755896760383648,10,21,4
4.11,17.6,37.0,0.0,16.0,53.0,4.10168,1.0,1,11,5
0.282,1.2,0.0,1.0,1.0,2.0,0.295008,0.9559062805076473,9,0,5
1.502,6.4,0.0,2.0,18.0,20.0,1.519168,0.9886990773897292,6,11,2
0.268,1.0,0.0,0.0,1.0,1.0,0.23975,1.0,10,14,0
1.888,7.6,0.0,1.0,19.0,20.0,1.856452,1.0,2,8,6
1.894,8.0,0.0,0.0,17.0,17.0,1.902,0.9957939011566772,4,8,4
0.308,1.4,0.0,0.0,0.0,0.0,0.3420479999999999,0.9004584151931894,11,23,5
1.598,6.6,0.0,1.0,19.0,20.0,1.59489,1.0,4,20,5
1.39,5.6,0.0,0.0,18.0,18.0,1.3529599999999995,1.0,3,1,1
0.666,3.2,0.0,2.0,0.0,2.0,0.769504,0.8654925770366366,3,13,0
1.926,8.0,1.0,0.0,17.0,18.0,1.91448,1.0,1,20,4
1.548,6.4,0.0,0.0,18.0,18.0,1.541696,1.0,4,16,6
0.508,2.4,0.0,0.0,1.0,1.0,0.5778719999999999,0.8790874103607721,9,8,6
1.306,5.4,0.0,0.0,19.0,19.0,1.30005,1.0,3,13,0
1.88,8.0,0.0,0.0,17.0,17.0,1.91544,0.981497723760598,4,10,6
0.156,0.6,0.0,0.0,1.0,1.0,0.145278,1.0,5,4,2
0.968,4.2,0.0,2.0,1.0,3.0,1.01493,0.953760357857192,4,4,1
1.528,6.2,0.0,0.0,19.0,19.0,1.4980440000000002,1.0,5,9,5
0.386,2.0,0.0,0.0,0.0,0.0,0.48156,0.8015615914943102,6,12,2
1.448,6.0,0.0,0.0,1.0,1.0,1.44036,1.0,7,5,6
0.416,2.2,0.0,1.0,0.0,1.0,0.526306,0.7904147017134517,7,0,0
1.988,8.4,0.0,0.0,17.0,17.0,1.978704,1.0,3,12,6
0.208,0.8,0.0,0.0,0.0,0.0,0.189312,1.0,5,3,3
0.378,1.6,0.0,1.0,0.0,1.0,0.381552,0.990690652912316,4,20,5
2.176,9.2,0.0,2.0,0.0,2.0,2.185368,0.9957133077815729,12,19,5
0.184,0.8,0.0,0.0,0.0,0.0,0.19236,0.956539821168642,9,2,4
1.232,5.0,1.0,0.0,17.0,18.0,1.1897,1.0,5,23,4
1.444,6.0,0.0,0.0,18.0,18.0,1.4373000000000002,1.0,4,11,3
0.168,0.8,0.0,0.0,0.0,0.0,0.191152,0.8788817276303674,7,12,1
0.23,1.0,0.0,0.0,0.0,0.0,0.24311,0.9460737937559128,12,12,3
0.156,0.6,0.0,0.0,1.0,1.0,0.144474,1.0,6,10,6
1.392,5.6,0.0,0.0,18.0,18.0,1.371216,1.0,4,0,1
0.232,1.0,0.0,2.0,1.0,3.0,0.24061,0.964215951124226,8,1,5
0.468,2.0,0.0,0.0,0.0,0.0,0.48834,0.9583486914854406,5,16,5
0.35,1.4,0.0,0.0,0.0,0.0,0.3364339999999999,1.0,4,12,6
0.986,5.6,0.0,1.0,1.0,2.0,1.362984,0.723412747324987,9,17,6
1.292,5.2,0.0,0.0,18.0,18.0,1.249092,1.0,10,11,4
0.264,1.0,0.0,0.0,1.0,1.0,0.2483,1.0,10,14,1
3.71,15.2,47.0,0.0,1.0,48.0,3.726432,0.9955904200049808,12,15,4
2.768,12.4,0.0,0.0,0.0,0.0,2.8941600000000003,0.9564087680017688,3,20,2
0.46,2.0,0.0,1.0,1.0,2.0,0.48616,0.9461905545499424,12,17,4
2.114,9.0,0.0,1.0,17.0,18.0,2.12769,0.9935657920091744,5,23,1
1.374,5.6,0.0,1.0,18.0,19.0,1.344728,1.0,1,10,5
0.15,0.6,0.0,0.0,1.0,1.0,0.146412,1.0,10,2,6
0.162,1.0,0.0,0.0,0.0,0.0,0.24111,0.6718924972004479,8,3,0
0.84,3.4,0.0,1.0,1.0,2.0,0.819298,1.0,3,17,1
3.778,15.8,0.0,39.0,18.0,57.0,3.778412,0.9998909594824492,8,19,1
0.192,1.0,0.0,0.0,0.0,0.0,0.23456,0.8185538881309686,8,16,0
0.674,2.8,0.0,1.0,0.0,1.0,0.6754439999999999,0.9978621469729544,3,23,6
0.406,1.8,0.0,1.0,1.0,2.0,0.433404,0.93677031130308,6,19,6
0.304,1.2,0.0,0.0,1.0,1.0,0.293616,1.0,5,13,2
1.422,5.8,0.0,0.0,17.0,17.0,1.384982,1.0,3,11,5
1.34,5.6,0.0,0.0,18.0,18.0,1.334984,1.0,7,20,5
0.314,1.2,0.0,0.0,1.0,1.0,0.2991,1.0,1,13,0
1.842,7.6,0.0,0.0,12.0,12.0,1.811916,1.0,9,20,2
1.632,6.8,0.0,2.0,18.0,20.0,1.629416,1.0,9,13,6
0.648,2.8,0.0,0.0,0.0,0.0,0.670544,0.9663795366150468,2,11,6
0.424,2.2,0.0,2.0,0.0,2.0,0.532202,0.7966899786171416,5,6,2
0.128,0.6,0.0,0.0,0.0,0.0,0.144504,0.8857886286884793,6,23,6
0.326,1.4,0.0,0.0,1.0,1.0,0.336854,0.9677783253278868,3,1,5
0.146,0.6,0.0,0.0,1.0,1.0,0.1454399999999999,1.0,9,21,6
0.274,1.4,0.0,1.0,1.0,2.0,0.3405499999999999,0.8045808251358099,7,19,4
1.862,7.8,0.0,0.0,17.0,17.0,1.846494,1.0,12,10,5
0.538,2.6,0.0,0.0,0.0,0.0,0.620074,0.8676383786451295,9,19,4
0.08,0.2,0.0,0.0,1.0,1.0,0.048116,1.0,8,0,6
0.428,1.8,0.0,2.0,1.0,3.0,0.4376879999999999,0.9778655115059128,10,22,3
0.47,2.2,1.0,0.0,0.0,1.0,0.537658,0.8741616417871584,12,16,6
5.542,23.8,37.0,6.0,17.0,60.0,5.5473040000000005,0.999043859864179,10,19,6
0.172,0.8,0.0,0.0,1.0,1.0,0.193768,0.8876594690557779,5,5,0
1.464,6.0,0.0,0.0,19.0,19.0,1.44654,1.0,5,13,5
0.204,0.8,0.0,0.0,0.0,0.0,0.193056,1.0,10,5,1
1.448,6.0,0.0,0.0,18.0,18.0,1.44468,1.0,2,13,1
1.274,5.2,0.0,0.0,18.0,18.0,1.2565800000000005,1.0,9,9,1
1.282,5.4,0.0,0.0,1.0,1.0,1.2837960000000002,0.9986010238386784,10,22,3
3.716,15.8,0.0,0.0,18.0,18.0,3.741756,0.9931166008686833,2,20,5
0.812,3.4,0.0,0.0,11.0,11.0,0.8274579999999999,0.9813186892869488,8,3,0
0.33,1.4,0.0,0.0,0.0,0.0,0.336644,0.9802640177754542,11,4,4
0.356,1.6,0.0,0.0,0.0,0.0,0.37696,0.9443972835314092,6,4,2
1.42,5.8,0.0,0.0,19.0,19.0,1.42651,0.9954364147464791,2,16,3
0.338,1.6,0.0,0.0,0.0,0.0,0.385696,0.8763378412013606,10,12,1
2.488,11.0,0.0,0.0,19.0,19.0,2.67685,0.9294506602910138,1,14,4
0.298,1.2,0.0,0.0,0.0,0.0,0.2809919999999999,1.0,5,10,3
1.546,6.4,0.0,1.0,1.0,2.0,1.5554560000000002,0.993920753785385,4,2,6
0.234,1.0,0.0,0.0,1.0,1.0,0.24222,0.9660639088432004,5,23,4
0.348,1.4,0.0,0.0,1.0,1.0,0.3400879999999999,1.0,4,19,4
4.864,20.8,1.0,38.0,17.0,56.0,4.879264,0.9968716593322272,2,20,1
0.956,4.2,0.0,1.0,0.0,1.0,1.021608,0.9357796728295,11,16,3
0.344,1.6,0.0,1.0,1.0,2.0,0.38592,0.8913764510779435,9,1,3
0.746,3.2,0.0,1.0,0.0,1.0,0.754048,0.9893269393990832,6,20,3
1.674,7.0,0.0,1.0,18.0,19.0,1.68511,0.9934069585961748,6,14,1
0.414,2.0,0.0,2.0,0.0,2.0,0.48802,0.848325888283267,3,9,6
0.304,1.2,0.0,0.0,0.0,0.0,0.295308,1.0,1,8,6
0.218,1.0,0.0,0.0,1.0,1.0,0.2414099999999999,0.9030280435773168,7,5,1
0.348,1.6,0.0,0.0,0.0,0.0,0.38592,0.901741293532338,4,3,5
0.468,2.4,0.0,2.0,0.0,2.0,0.576048,0.8124322973085577,7,17,2
5.862,24.6,39.0,0.0,0.0,39.0,5.869560000000001,0.99871199885511,12,16,0
0.138,0.6,0.0,0.0,0.0,0.0,0.1451819999999999,0.9505310575691204,6,12,0
1.396,5.8,0.0,0.0,18.0,18.0,1.3982640000000002,0.9983808493961082,12,7,5
0.714,3.0,0.0,0.0,1.0,1.0,0.71748,0.9951496905837096,5,19,6
0.248,1.2,0.0,0.0,0.0,0.0,0.2899679999999999,0.8552667880593722,7,1,6
0.294,1.2,0.0,0.0,0.0,0.0,0.2904359999999999,1.0,3,4,1
0.424,2.0,0.0,1.0,1.0,2.0,0.47902,0.8851404951776544,5,14,4
2.304,9.4,0.0,0.0,0.0,0.0,2.271228,1.0,1,5,6
1.902,7.8,0.0,0.0,30.0,30.0,1.888692,1.0,6,23,2
0.446,2.0,0.0,1.0,1.0,2.0,0.48928,0.9115434924787444,11,5,3
1.964,8.6,0.0,0.0,18.0,18.0,2.0491219999999997,0.9584592815849912,4,9,4
1.24,5.2,0.0,0.0,17.0,17.0,1.232764,1.0,10,10,3
0.992,4.0,0.0,0.0,0.0,0.0,0.9658,1.0,10,23,1
2.958,12.4,0.0,1.0,18.0,19.0,2.951572,1.0,2,20,3
1.792,7.4,0.0,0.0,0.0,0.0,1.770228,1.0,12,21,1
2.344,9.6,0.0,0.0,17.0,17.0,2.313024,1.0,3,20,3
4.754,20.6,0.0,35.0,16.0,51.0,4.804126,0.9895660521809794,2,15,1
1.408,5.8,0.0,3.0,18.0,21.0,1.383996,1.0,9,8,1
1.796,7.4,0.0,0.0,18.0,18.0,1.779034,1.0,2,13,4
1.428,5.8,0.0,0.0,18.0,18.0,1.414446,1.0,1,9,2
1.416,5.8,0.0,1.0,19.0,20.0,1.4114299999999995,1.0,4,13,5
0.296,1.2,0.0,0.0,0.0,0.0,0.29796,0.9934219358303128,1,3,2
2.728,11.2,39.0,1.0,0.0,40.0,2.71208,1.0,1,14,5
0.488,2.2,0.0,1.0,1.0,2.0,0.53119,0.9186919934486716,5,8,4
0.238,1.0,0.0,0.0,0.0,0.0,0.2362199999999999,1.0,7,4,2
0.21,0.8,0.0,0.0,0.0,0.0,0.195616,1.0,12,6,2
1.398,5.8,0.0,0.0,18.0,18.0,1.4044119999999998,0.9954343881994744,7,9,1
0.106,0.4,0.0,0.0,0.0,0.0,0.095692,1.0,8,7,2
1.704,7.2,0.0,1.0,18.0,19.0,1.707984,0.9976674254559762,10,11,2
2.12,9.2,1.0,2.0,17.0,20.0,2.1936479999999996,0.9664267010933388,12,10,5
1.174,4.8,0.0,0.0,18.0,18.0,1.14672,1.0,9,7,6
0.244,1.0,0.0,0.0,0.0,0.0,0.2421299999999999,1.0,4,3,3
